"Country","Year","Gini"
"Canada",2010,31.7
"Canada",2010,32
"Cape Verde",2002,50.5
"Central Affrican Republic",1992,63.2
"Central Affrican Republic",1992,55
"Central Affrican Republic",1992,61.3
"Central Affrican Republic",2003,43.6
"Central Affrican Republic",2008,56.3
"Chad",1958,34.7
"Chad",1958,35
"Chad",1958,36.9
"Chad",1958,29.6
"Chad",2003,39.8
"Chile",1964,46.2
"Chile",1968,45.6
"Chile",1968,44
"Chile",1968,50.3
"Chile",1968,39.5
"Chile",1968,44
"Chile",1968,45.5
"Chile",1968,46
"Chile",1968,44.6
"Chile",1968,37.6
"Chile",1968,50.7
"Chile",1968,42.8
"Chile",1970,50.1
"Chile",1971,46
"Chile",1972,44
"Chile",1973,45
"Chile",1973,44
"Chile",1974,45
"Chile",1974,44
"Chile",1975,47.1
"Chile",1975,47
"Chile",1976,53.8
"Chile",1976,53
"Chile",1977,52.6
"Chile",1977,51
"Chile",1978,52
"Chile",1978,51
"Chile",1979,51.8
"Chile",1979,47
"Chile",1980,52.6
"Chile",1980,53.2
"Chile",1980,50
"Chile",1981,49
"Chile",1981,52.2
"Chile",1981,53.5
"Chile",1982,53.9
"Chile",1982,57
"Chile",1983,54.5
"Chile",1983,54.2
"Chile",1984,55.8
"Chile",1984,55.5
"Chile",1985,53.2
"Chile",1985,54.9
"Chile",1986,53.9
"Chile",1986,55.7
"Chile",1987,53.1
"Chile",1987,47
"Chile",1987,56.7
"Chile",1987,55
"Chile",1987,54.7
"Chile",1988,54.5
"Chile",1989,51.9
"Chile",1989,57.3
"Chile",1990,54
"Chile",1990,53.2
"Chile",1990,55.7
"Chile",1990,53.7
"Chile",1990,55.9
"Chile",1990,46
"Chile",1990,54.7
"Chile",1990,57.4
"Chile",1991,55.4
"Chile",1992,50.7
"Chile",1992,47.2
"Chile",1992,53.1
"Chile",1992,52.2
"Chile",1992,53
"Chile",1992,52.8
"Chile",1992,54.3
"Chile",1992,51.6
"Chile",1993,50
"Chile",1994,57.4
"Chile",1994,55
"Chile",1994,54
"Chile",1994,51
"Chile",1994,57.7
"Chile",1994,55.6
"Chile",1995,57.2
"Chile",1996,57.7
"Chile",1996,50.1
"Chile",1996,57.2
"Chile",1996,55.5
"Chile",1996,58.5
"Chile",1996,54
"Chile",1996,56.4
"Chile",1998,55.9
"Chile",1998,55.8
"Chile",1998,54
"Chile",1999,57.3
"Chile",2000,61.4
"Chile",2000,54
"Chile",2003,53
"Chile",2006,50.9
"Chile",2006,51
"Chile",2006,52.7
"Chile",2009,53.1
"Chile",2009,51
"Chile",2009,50.8
"Chile",2011,52.6
"Chile",2011,50.1
"China",1953,55.8
"China",1964,30.5
"China",1966,30.7
"China",1968,30.9
"China",1970,27.9
"China",1972,27.7
"China",1974,27.3
"China",1975,26.6
"China",1977,18.6
"China",1978,21.2
"China",1978,16
"China",1978,21.2
"China",1978,31.7
"China",1978,28.9
"China",1979,23.7
"China",1980,32
"China",1980,28.6
"China",1980,23.4
"China",1980,16
"China",1981,23.9
"China",1981,16.7
"China",1981,25.1
"China",1981,15
"China",1981,23.9
"China",1981,16.1
"China",1982,12.1
"China",1982,23.2
"China",1982,23.2
"China",1982,15
"China",1982,28.8
"China",1983,27.2
"China",1983,28.4
"China",1983,24.6
"China",1983,15.8
"China",1983,24.6
"China",1983,15
"China",1984,16.8
"China",1984,25.8
"China",1984,25.7
"China",1984,16
"China",1984,25.8
"China",1985,31.4
"China",1985,19
"China",1985,29.1
"China",1985,26.4
"China",1985,33
"China",1985,16.6
"China",1985,22.4
"China",1985,29.9
"China",1985,15.8
"China",1985,26.4
"China",1986,33.3
"China",1986,19
"China",1986,28.8
"China",1986,15.8
"China",1987,29.2
"China",1987,20
"China",1987,15.8
"China",1987,34.3
"China",1988,23.3
"China",1988,34.9
"China",1988,30.1
"China",1988,23
"China",1988,33.8
"China",1988,38.2
"China",1988,16.9
"China",1989,17.8
"China",1989,30
"China",1989,36
"China",1989,23
"China",1990,29.4
"China",1990,31
"China",1990,29.9
"China",1990,35.5
"China",1990,34.6
"China",1990,18
"China",1990,23
"China",1991,17
"China",1991,17.5
"China",1991,24
"China",1991,36.2
"China",1991,34.1
"China",1991,30.7
"China",1991,32.5
"China",1992,37.8
"China",1992,25
"China",1992,31.4
"China",1993,32
"China",1993,27
"China",1993,35.5
"China",1994,30
"China",1994,33
"China",1995,29
"China",1995,21.1
"China",1995,31.1
"China",1995,28
"China",1995,45.2
"China",1995,18.5
"China",1995,33.9
"China",1995,33.2
"China",1995,41.6
"China",1995,34
"China",1996,28.3
"China",1996,28
"China",1996,39
"China",1997,19.6
"China",1997,33
"China",1997,32.7
"China",1998,33
"China",1998,40.3
"China",1999,35
"China",2000,33
"China",2000,39
"China",2000,25.3
"China",2001,44.7
"China",2002,37.3
"China",2002,45.3
"China",2002,50.5
"China",2002,31.7
"China",2003,32.9
"China",2003,33.4
"China",2003,44.9
"China",2004,46.9
"China",2005,42.5
"China",2006,48.7
"China",2007,48.4
"China",2008,49.1
"China",2009,49
"China",2010,48.1
"China",2010,52
"China",2010,NA
"China",2010,50
"China",2010,48
"China",2010,NA
"China",2011,47.7
"China",2012,48
"China",2012,48
"China",2012,45
"China",2012,47.4
"China",2012,NA
"China",2012,NA
"Colombia",1960,59.2
"Colombia",1962,52.5
"Colombia",1962,48.3
"Colombia",1964,60.3
"Colombia",1964,56.3
"Colombia",1964,59.7
"Colombia",1964,57.2
"Colombia",1964,62
"Colombia",1964,58.4
"Colombia",1964,64.7
"Colombia",1967,47
"Colombia",1970,56
"Colombia",1970,47.6
"Colombia",1970,48
"Colombia",1970,52
"Colombia",1970,55.2
"Colombia",1970,47.6
"Colombia",1970,54.7
"Colombia",1970,48
"Colombia",1970,56.2
"Colombia",1970,49
"Colombia",1970,55.6
"Colombia",1971,55
"Colombia",1971,52
"Colombia",1971,51
"Colombia",1971,48
"Colombia",1971,45
"Colombia",1971,57
"Colombia",1971,43.2
"Colombia",1971,41
"Colombia",1972,56
"Colombia",1972,51
"Colombia",1972,57
"Colombia",1972,42.7
"Colombia",1972,62
"Colombia",1974,46
"Colombia",1974,52
"Colombia",1975,56
"Colombia",1976,50.8
"Colombia",1978,54.5
"Colombia",1978,52.6
"Colombia",1978,51.6
"Colombia",1978,47.8
"Colombia",1979,50
"Colombia",1979,55
"Colombia",1980,44.6
"Colombia",1980,58.8
"Colombia",1982,52
"Colombia",1982,56
"Colombia",1983,43.4
"Colombia",1985,44.7
"Colombia",1988,48.5
"Colombia",1988,51.2
"Colombia",1988,46.9
"Colombia",1989,53.2
"Colombia",1991,56.7
"Colombia",1992,48
"Colombia",1993,61
"Colombia",1993,52
"Colombia",1993,58
"Colombia",1993,60.4
"Colombia",1994,49
"Colombia",1994,58
"Colombia",1994,54
"Colombia",1995,57
"Colombia",1995,56
"Colombia",1996,54
"Colombia",1996,55.9
"Colombia",1997,57.6
"Colombia",1997,58.2
"Colombia",1998,56.8
"Colombia",1998,57.7
"Colombia",1999,56.2
"Colombia",1999,57.5
"Colombia",1999,55
"Colombia",2000,55
"Colombia",2000,55
"Colombia",2000,57.8
"Colombia",2001,55
"Colombia",2002,57
"Colombia",2003,53
"Colombia",2004,50.6
"Colombia",2004,55
"Colombia",2005,54
"Colombia",2006,57
"Colombia",2007,56
"Colombia",2007,52.3
"Colombia",2008,54
"Colombia",2008,54
"Colombia",2008,57
"Colombia",2008,49
"Colombia",2009,56
"Colombia",2009,55
"Colombia",2009,53
"Colombia",2009,47
"Colombia",2010,54
"Colombia",2010,48.3
"Colombia",2010,56
"Colombia",2010,54
"Colombia",2010,47
"Comoros",2004,64.3
"Congo",1958,41.9
"Congo",1958,44.7
"Congo",2005,47.3
"Congo, The Drc",2006,44.4
"Costa Rica",1961,47.2
"Costa Rica",1961,52.1
"Costa Rica",1961,50
"Costa Rica",1961,53.1
"Costa Rica",1969,52
"Costa Rica",1969,50
"Costa Rica",1971,46
"Costa Rica",1971,38
"Costa Rica",1971,47.6
"Costa Rica",1971,44.3
"Costa Rica",1971,46.6
"Costa Rica",1971,44.5
"Costa Rica",1971,43
"Costa Rica",1971,36.7
"Costa Rica",1971,39.3
"Costa Rica",1971,48
"Costa Rica",1971,41
"Costa Rica",1971,46
"Costa Rica",1974,45.2
"Costa Rica",1977,49
"Costa Rica",1977,49
"Costa Rica",1977,43
"Costa Rica",1977,49
"Costa Rica",1979,45
"Costa Rica",1981,47
"Costa Rica",1981,43
"Costa Rica",1981,47.5
"Costa Rica",1982,42
"Costa Rica",1983,45.1
"Costa Rica",1983,45.6
"Costa Rica",1986,42
"Costa Rica",1989,45.3
"Costa Rica",1989,42.6
"Costa Rica",1989,44.3
"Costa Rica",1989,45.9
"Costa Rica",1989,46
"Costa Rica",1989,46
"Costa Rica",1989,42
"Costa Rica",1990,42
"Costa Rica",1990,45.8
"Costa Rica",1991,46.1
"Costa Rica",1991,43.3
"Costa Rica",1991,43
"Costa Rica",1991,46
"Costa Rica",1991,47.1
"Costa Rica",1991,44.5
"Costa Rica",1992,46.1
"Costa Rica",1992,43
"Costa Rica",1993,45.5
"Costa Rica",1993,45.1
"Costa Rica",1993,43.3
"Costa Rica",1993,43.4
"Costa Rica",1993,46.3
"Costa Rica",1993,43
"Costa Rica",1994,44
"Costa Rica",1994,47.5
"Costa Rica",1995,43.7
"Costa Rica",1995,42.9
"Costa Rica",1995,43
"Costa Rica",1995,46.1
"Costa Rica",1995,45.8
"Costa Rica",1995,45.7
"Costa Rica",1996,46.8
"Costa Rica",1996,45.9
"Costa Rica",1996,44
"Costa Rica",1997,43
"Costa Rica",1997,46.6
"Costa Rica",1998,43
"Costa Rica",1998,46.1
"Costa Rica",1998,46.8
"Costa Rica",1999,45
"Costa Rica",2000,44
"Costa Rica",2000,48.3
"Costa Rica",2001,48
"Costa Rica",2002,48
"Costa Rica",2003,47
"Costa Rica",2004,46
"Costa Rica",2005,45
"Costa Rica",2006,47
"Costa Rica",2007,47
"Costa Rica",2008,47
"Costa Rica",2009,48
"Costa Rica",2010,46
"Cote D'Ivoire",1959,45.6
"Cote D'Ivoire",1959,39.6
"Cote D'Ivoire",1959,43
"Cote D'Ivoire",1970,51.7
"Cote D'Ivoire",1970,53.4
"Cote D'Ivoire",1978,50
"Cote D'Ivoire",1985,45.2
"Cote D'Ivoire",1985,41.2
"Cote D'Ivoire",1985,55.3
"Cote D'Ivoire",1986,38.6
"Cote D'Ivoire",1986,43.8
"Cote D'Ivoire",1987,44.8
"Cote D'Ivoire",1987,40
"Cote D'Ivoire",1988,42.8
"Cote D'Ivoire",1988,36.9
"Cote D'Ivoire",1993,36.9
"Cote D'Ivoire",1993,36.9
"Cote D'Ivoire",1995,36.7
"Cote D'Ivoire",1995,44.3
"Cote D'Ivoire",1998,40.8
"Cote D'Ivoire",2002,46.2
"Cote D'Ivoire",2008,44.7
"Croatia ",1987,21.1
"Croatia ",1988,22.2
"Croatia ",1989,25.1
"Croatia ",1989,36
"Croatia ",1990,27.1
"Croatia ",1991,26.7
"Croatia ",1992,27.5
"Croatia ",1993,26.5
"Croatia ",1997,24.6
"Croatia ",1998,36.8
"Croatia ",1998,35
"Croatia ",1998,27.9
"Croatia ",1998,28.4
"Croatia ",1998,33.3
"Croatia ",1999,27.7
"Croatia ",2000,31.3
"Croatia ",2001,29
"Croatia ",2001,31.1
"Croatia ",2003,29
"Croatia ",2003,29
"Croatia ",2004,30
"Croatia ",2005,30
"Croatia ",2005,29
"Croatia ",2006,28
"Croatia ",2007,29
"Croatia ",2008,28
"Croatia ",2009,27
"Croatia ",2010,31.5
"Croatia ",2011,31
"Cuba",1953,47
"Cuba",1953,55
"Cuba",1962,35
"Cuba",1973,28
"Cuba",1978,27
"Cyprus",1966,31.8
"Cyprus",1966,19.3
"Cyprus",1997,29
"Cyprus",2003,27
"Cyprus",2003,27
"Cyprus",2005,28.7
"Cyprus",2005,29
"Cyprus",2006,28.8
"Cyprus",2006,29
"Cyprus",2007,29.8
"Cyprus",2008,29
"Cyprus",2009,29.5
"Cyprus",2010,29.8
"Cyprus",2011,29.1
"Czech Republic",1958,23.9
"Czech Republic",1987,19.8
"Czech Republic",1988,19
"Czech Republic",1988,19.8
"Czech Republic",1989,19.8
"Czech Republic",1989,19.8
"Czech Republic",1989,20.4
"Czech Republic",1989,18.5
"Czech Republic",1989,19.8
"Czech Republic",1990,19
"Czech Republic",1990,20.1
"Czech Republic",1990,19
"Czech Republic",1991,21.2
"Czech Republic",1991,21.2
"Czech Republic",1991,21.2
"Czech Republic",1991,22.2
"Czech Republic",1992,21.5
"Czech Republic",1992,21.2
"Czech Republic",1992,NA
"Czech Republic",1992,23.2
"Czech Republic",1992,20.8
"Czech Republic",1992,21.4
"Czech Republic",1992,41.1
"Czech Republic",1992,20.7
"Czech Republic",1992,21.4
"Czech Republic",1992,21.5
"Czech Republic",1992,21
"Czech Republic",1992,21
"Czech Republic",1992,18.1
"Czech Republic",1993,26.6
"Czech Republic",1993,21.4
"Czech Republic",1993,21.4
"Czech Republic",1993,25.8
"Czech Republic",1993,25.8
"Czech Republic",1993,25.7
"Czech Republic",1994,23
"Czech Republic",1994,23
"Czech Republic",1994,26
"Czech Republic",1995,21.6
"Czech Republic",1995,21.6
"Czech Republic",1995,28.2
"Czech Republic",1996,44.2
"Czech Republic",1996,25.4
"Czech Republic",1996,23
"Czech Republic",1996,23
"Czech Republic",1996,25.4
"Czech Republic",1996,25.7
"Czech Republic",1996,26.2
"Czech Republic",1996,25.8
"Czech Republic",1997,25.9
"Czech Republic",1997,25.9
"Czech Republic",1997,23.9
"Czech Republic",1997,23.9
"Czech Republic",1998,21.2
"Czech Republic",1998,25.8
"Czech Republic",1998,25.8
"Czech Republic",1999,25.7
"Czech Republic",1999,23.2
"Czech Republic",2000,27
"Czech Republic",2000,23.1
"Czech Republic",2001,23.7
"Czech Republic",2001,23.7
"Czech Republic",2001,25
"Czech Republic",2001,27.3
"Czech Republic",2001,27.2
"Czech Republic",2002,26
"Czech Republic",2002,27.3
"Czech Republic",2002,27.3
"Czech Republic",2002,47.2
"Czech Republic",2002,23.4
"Czech Republic",2002,23.4
"Czech Republic",2003,24.6
"Czech Republic",2003,27.3
"Czech Republic",2004,26.8
"Czech Republic",2004,26.7
"Czech Republic",2004,23.5
"Czech Republic",2004,46.8
"Czech Republic",2004,26.6
"Czech Republic",2005,46.1
"Czech Republic",2005,25.9
"Czech Republic",2005,25.8
"Czech Republic",2005,26
"Czech Republic",2005,26
"Czech Republic",2005,27
"Czech Republic",2006,24.2
"Czech Republic",2006,46.2
"Czech Republic",2006,25.9
"Czech Republic",2006,24.2
"Czech Republic",2006,25
"Czech Republic",2006,25.3
"Czech Republic",2007,45.2
"Czech Republic",2007,25.3
"Czech Republic",2007,22.7
"Czech Republic",2007,25.5
"Czech Republic",2008,24.7
"Czech Republic",2008,25.6
"Czech Republic",2008,44.4
"Czech Republic",2009,25.4
"Czech Republic",2009,25.1
"Czech Republic",2009,44.5
"Czech Republic",2010,24.9
"Czech Republic",2010,25.6
"Czech Republic",2010,44.9
"Czech Republic",2011,25.2
"Czechoslovakia",1958,27.1
"Czechoslovakia",1958,24.6
"Czechoslovakia",1959,19.6
"Czechoslovakia",1959,20.6
"Czechoslovakia",1961,19.1
"Czechoslovakia",1962,19
"Czechoslovakia",1963,18.5
"Czechoslovakia",1964,18.8
"Czechoslovakia",1964,19.4
"Czechoslovakia",1965,22.6
"Czechoslovakia",1966,18.7
"Czechoslovakia",1968,19.4
"Czechoslovakia",1970,19.8
"Czechoslovakia",1970,22.5
"Czechoslovakia",1973,21
"Czechoslovakia",1973,19.7
"Czechoslovakia",1975,19.5
"Czechoslovakia",1976,20.7
"Czechoslovakia",1977,19.5
"Czechoslovakia",1977,19.4
"Czechoslovakia",1979,19.6
"Czechoslovakia",1980,20.5
"Czechoslovakia",1981,19.7
"Czechoslovakia",1981,23.9
"Czechoslovakia",1983,19.8
"Czechoslovakia",1985,19.9
"Czechoslovakia",1985,19.8
"Czechoslovakia",1987,19.8
"Czechoslovakia",1988,20.1
"Czechoslovakia",1989,19.8
"Czechoslovakia",1991,24.6
"Czechoslovakia",1992,24.5
"Dahomey",1959,41.4
"Dahomey",1959,42
"Dahomey",1959,37.6
"Denmark",1939,47
"Denmark",1939,50
"Denmark",1939,45
"Denmark",1944,43
"Denmark",1949,39
"Denmark",1952,40
"Denmark",1952,44
"Denmark",1953,40
"Denmark",1955,39
"Denmark",1955,39.3
"Denmark",1961,38
"Denmark",1963,39
"Denmark",1963,37
"Denmark",1963,39
"Denmark",1964,37
"Denmark",1966,24.9
"Denmark",1966,36
"Denmark",1966,36.7
"Denmark",1968,43.9
"Denmark",1971,22.5
"Denmark",1976,27
"Denmark",1976,31
"Denmark",1978,40.1
"Denmark",1979,40.6
"Denmark",1980,41.3
"Denmark",1981,36.9
"Denmark",1981,22.7
"Denmark",1981,31
"Denmark",1982,35.8
"Denmark",1982,22
"Denmark",1983,33.9
"Denmark",1983,21.6
"Denmark",1984,20.5
"Denmark",1984,41
"Denmark",1984,33.1
"Denmark",1985,32.5
"Denmark",1985,37.3
"Denmark",1985,22.1
"Denmark",1985,20.1
"Denmark",1986,20
"Denmark",1986,32.1
"Denmark",1986,40
"Denmark",1986,22.4
"Denmark",1987,26.5
"Denmark",1987,26.5
"Denmark",1987,22.5
"Denmark",1987,31.7
"Denmark",1987,20.9
"Denmark",1987,32.6
"Denmark",1988,31.2
"Denmark",1988,40
"Denmark",1988,22.4
"Denmark",1989,22
"Denmark",1989,30.7
"Denmark",1990,39.6
"Denmark",1990,30.7
"Denmark",1990,22.6
"Denmark",1990,32.8
"Denmark",1990,39
"Denmark",1991,22.2
"Denmark",1991,39
"Denmark",1992,33.3
"Denmark",1992,24.8
"Denmark",1992,39
"Denmark",1992,25.1
"Denmark",1992,22.2
"Denmark",1992,24
"Denmark",1992,43
"Denmark",1993,22.3
"Denmark",1993,38
"Denmark",1994,38.1
"Denmark",1994,36
"Denmark",1994,34
"Denmark",1994,21.6
"Denmark",1995,20
"Denmark",1995,21.5
"Denmark",1995,36
"Denmark",1995,41.7
"Denmark",1995,37.3
"Denmark",1995,33.7
"Denmark",1996,21.6
"Denmark",1997,22.4
"Denmark",1997,34
"Denmark",1997,38
"Denmark",1997,20
"Denmark",1998,22.4
"Denmark",1998,34
"Denmark",1998,38
"Denmark",1999,21
"Denmark",1999,22.8
"Denmark",1999,39
"Denmark",1999,35
"Denmark",2000,22.7
"Denmark",2000,39
"Denmark",2000,41.6
"Denmark",2000,35
"Denmark",2001,22
"Denmark",2001,22
"Denmark",2001,39
"Denmark",2002,39
"Denmark",2002,35
"Denmark",2003,24.8
"Denmark",2003,25
"Denmark",2004,22.8
"Denmark",2004,23.9
"Denmark",2004,24
"Denmark",2005,41.6
"Denmark",2005,23.2
"Denmark",2005,23.9
"Denmark",2005,24
"Denmark",2006,23.9
"Denmark",2006,23.7
"Denmark",2006,24
"Denmark",2006,41.5
"Denmark",2007,41.4
"Denmark",2007,24.6
"Denmark",2007,25.2
"Denmark",2008,24.2
"Denmark",2008,40.5
"Denmark",2008,25.1
"Denmark",2009,26.9
"Denmark",2009,40.8
"Denmark",2009,23.8
"Denmark",2010,42.9
"Denmark",2010,26.9
"Denmark",2010,25.2
"Denmark",2011,27.8
"Djibouti",1996,38.1
"Djibouti",1996,44.8
"Djibouti",2002,40.9
"Dominican Republic",1969,45.5
"Dominican Republic",1969,49.3
"Dominican Republic",1976,45
"Dominican Republic",1984,43
"Dominican Republic",1986,47
"Dominican Republic",1989,50.5
"Dominican Republic",1989,50.3
"Dominican Republic",1992,49
"Dominican Republic",1995,50.4
"Dominican Republic",1996,46
"Dominican Republic",1996,48.1
"Dominican Republic",1996,47.6
"Dominican Republic",1997,47
"Dominican Republic",1997,49.2
"Dominican Republic",1998,47.8
"Dominican Republic",1998,47.3
"Dominican Republic",2000,50
"Dominican Republic",2001,49
"Dominican Republic",2002,48
"Dominican Republic",2003,50
"Dominican Republic",2004,50
"Dominican Republic",2005,48
"Dominican Republic",2005,49
"Dominican Republic",2006,50
"Dominican Republic",2007,47
"Dominican Republic",2008,47
"Dominican Republic",2009,47
"Dominican Republic",2010,45
"East Timor",2001,39.5
"East Timor",2007,31.9
"Ecuador",1965,67.8
"Ecuador",1968,32
"Ecuador",1968,38
"Ecuador",1968,52.6
"Ecuador",1968,52.7
"Ecuador",1970,68.3
"Ecuador",1970,62.5
"Ecuador",1987,44.5
"Ecuador",1988,43.9
"Ecuador",1994,62.5
"Ecuador",1994,51.5
"Ecuador",1994,51.8
"Ecuador",1994,46.5
"Ecuador",1994,54.8
"Ecuador",1995,55
"Ecuador",1995,56
"Ecuador",1995,48
"Ecuador",1995,54.7
"Ecuador",1995,43.7
"Ecuador",1998,47
"Ecuador",1998,56
"Ecuador",1998,56.2
"Ecuador",1998,54.1
"Ecuador",1998,56.2
"Ecuador",1998,52.2
"Ecuador",1999,57
"Ecuador",1999,54.5
"Ecuador",2000,56.7
"Ecuador",2000,NA
"Ecuador",2000,54
"Ecuador",2003,53
"Ecuador",2003,NA
"Ecuador",2004,NA
"Ecuador",2004,52
"Ecuador",2005,NA
"Ecuador",2005,52
"Ecuador",2006,NA
"Ecuador",2006,NA
"Ecuador",2006,51
"Ecuador",2006,52
"Ecuador",2007,52
"Ecuador",2007,NA
"Ecuador",2008,48
"Ecuador",2008,NA
"Ecuador",2009,47
"Ecuador",2009,NA
"Ecuador",2010,47
"Ecuador",2010,NA
"Ecuador",2011,NA
"Ecuador",2012,NA
"Egypt",1958,42.9
"Egypt",1959,42
"Egypt",1959,37
"Egypt",1959,40
"Egypt",1959,29
"Egypt",1959,42
"Egypt",1959,33
"Egypt",1965,43.4
"Egypt",1965,25
"Egypt",1965,40
"Egypt",1965,40
"Egypt",1965,35
"Egypt",1965,40
"Egypt",1965,35
"Egypt",1975,38
"Egypt",1975,28
"Egypt",1975,38
"Egypt",1975,35
"Egypt",1975,36
"Egypt",1975,33
"Egypt",1975,39
"Egypt",1975,37
"Egypt",1975,37
"Egypt",1981,37
"Egypt",1981,34
"Egypt",1991,32
"Egypt",1991,32
"Egypt",1995,28.9
"Egypt",1996,34.5
"Egypt",1997,37.4
"Egypt",1997,53.8
"Egypt",2000,37.8
"Egypt",2004,34.4
"Egypt",2005,32.1
"Egypt",2008,33.7
"Egypt",2008,31.1
"Egypt",2008,22.4
"Egypt",2010,31
"Egypt",2010,24
"Egypt",2010,34
"El Salvador",1961,53.2
"El Salvador",1961,52.4
"El Salvador",1961,54.6
"El Salvador",1961,46.3
"El Salvador",1965,42.4
"El Salvador",1965,53
"El Salvador",1966,53.9
"El Salvador",1969,46.5
"El Salvador",1977,48.4
"El Salvador",1977,40
"El Salvador",1990,44.8
"El Salvador",1991,52.7
"El Salvador",1991,47.8
"El Salvador",1991,51
"El Salvador",1991,49.5
"El Salvador",1994,53
"El Salvador",1994,48
"El Salvador",1994,50
"El Salvador",1995,51.3
"El Salvador",1995,44.1
"El Salvador",1995,50.5
"El Salvador",1995,47
"El Salvador",1995,51.3
"El Salvador",1995,47.4
"El Salvador",1996,53.3
"El Salvador",1996,49
"El Salvador",1997,52.9
"El Salvador",1997,52
"El Salvador",1998,55.9
"El Salvador",1998,55.1
"El Salvador",1998,52
"El Salvador",1999,53.3
"El Salvador",1999,49
"El Salvador",1999,54.5
"El Salvador",2000,53.2
"El Salvador",2000,46.8
"El Salvador",2000,54.8
"El Salvador",2000,50
"El Salvador",2000,50.3
"El Salvador",2001,51
"El Salvador",2002,50
"El Salvador",2003,48
"El Salvador",2004,NA
"El Salvador",2004,46
"El Salvador",2005,48
"El Salvador",2005,NA
"El Salvador",2006,44
"El Salvador",2006,NA
"El Salvador",2007,45
"El Salvador",2007,NA
"El Salvador",2008,45
"El Salvador",2008,NA
"El Salvador",2009,46
"El Salvador",2009,NA
"El Salvador",2010,43
"El Salvador",2010,NA
"El Salvador",2011,NA
"El Salvador",2012,NA
"Estonia",1981,25.1
"Estonia",1986,26.7
"Estonia",1988,23
"Estonia",1988,27.8
"Estonia",1989,28
"Estonia",1989,29.9
"Estonia",1989,25.3
"Estonia",1990,24
"Estonia",1992,35.8
"Estonia",1993,34
"Estonia",1993,31.5
"Estonia",1993,39.5
"Estonia",1994,37
"Estonia",1995,35.4
"Estonia",1995,31
"Estonia",1995,39
"Estonia",1995,36
"Estonia",1995,36
"Estonia",1995,38
"Estonia",1995,39.8
"Estonia",1995,39.8
"Estonia",1996,37
"Estonia",1996,34
"Estonia",1996,34
"Estonia",1996,36
"Estonia",1996,37
"Estonia",1996,33
"Estonia",1997,34
"Estonia",1997,34
"Estonia",1997,36.1
"Estonia",1997,36.1
"Estonia",1997,33.6
"Estonia",1997,33.6
"Estonia",1998,37
"Estonia",1998,35.4
"Estonia",1998,38.4
"Estonia",1998,36
"Estonia",1999,40.1
"Estonia",1999,36.1
"Estonia",1999,36.2
"Estonia",2000,36.4
"Estonia",2000,37.6
"Estonia",2000,38.9
"Estonia",2000,36.7
"Estonia",2000,36
"Estonia",2000,36.7
"Estonia",2000,37.6
"Estonia",2001,38.5
"Estonia",2001,38.8
"Estonia",2001,38.5
"Estonia",2001,38.8
"Estonia",2001,35
"Estonia",2002,36.6
"Estonia",2002,39.3
"Estonia",2002,35
"Estonia",2003,40.2
"Estonia",2003,34
"Estonia",2003,35.5
"Estonia",2004,38.3
"Estonia",2004,37
"Estonia",2004,37.4
"Estonia",2004,50.4
"Estonia",2004,34.9
"Estonia",2004,34.7
"Estonia",2005,34.1
"Estonia",2005,34
"Estonia",2005,33.7
"Estonia",2005,36.1
"Estonia",2005,48.5
"Estonia",2006,47.1
"Estonia",2006,32.8
"Estonia",2006,33.1
"Estonia",2006,33
"Estonia",2007,33.4
"Estonia",2007,31.5
"Estonia",2007,31.3
"Estonia",2007,45
"Estonia",2008,45.8
"Estonia",2008,30.9
"Estonia",2008,31.5
"Estonia",2009,31.4
"Estonia",2009,47.9
"Estonia",2009,31.4
"Estonia",2010,48.7
"Estonia",2010,31.3
"Estonia",2010,32.5
"Estonia",2010,31.9
"Estonia",2011,31.9
"Ethiopia",1981,32.4
"Ethiopia",1982,32.4
"Ethiopia",1995,28.7
"Ethiopia",1995,46.4
"Ethiopia",1995,40
"Ethiopia",1995,44.2
"Ethiopia",1997,45.9
"Ethiopia",1997,44.1
"Ethiopia",2000,30
"Ethiopia",2000,30
"Ethiopia",2005,29.8
"Ethiopia",2010,37.1
"Ethiopia",2010,29.8
"Ethiopia",2010,27.4
"Fiji",1968,42.8
"Fiji",1968,46
"Fiji",1972,42.3
"Fiji",1977,42
"Fiji",1977,43
"Fiji",1977,42.5
"Fiji",1991,54
"Fiji",1991,49
"Fiji",1991,46
"Fiji",2003,46.8
"Fiji",2009,42.8
"Finland",1952,41
"Finland",1962,47
"Finland",1962,46
"Finland",1962,47
"Finland",1966,38.9
"Finland",1966,33.4
"Finland",1966,30.9
"Finland",1971,38.5
"Finland",1971,26.7
"Finland",1971,30.9
"Finland",1976,35.3
"Finland",1976,21.5
"Finland",1976,26.3
"Finland",1977,30.5
"Finland",1981,35.8
"Finland",1981,25.2
"Finland",1981,20.5
"Finland",1985,20
"Finland",1986,20.9
"Finland",1986,38.7
"Finland",1987,38
"Finland",1987,37.5
"Finland",1987,25.1
"Finland",1987,19.7
"Finland",1987,22.5
"Finland",1987,22.4
"Finland",1988,38.8
"Finland",1988,25.8
"Finland",1988,20.2
"Finland",1989,39.3
"Finland",1989,26.1
"Finland",1989,20.4
"Finland",1990,38.9
"Finland",1990,20.2
"Finland",1990,25.6
"Finland",1991,25.1
"Finland",1991,20.1
"Finland",1991,39.5
"Finland",1991,23.1
"Finland",1991,22.3
"Finland",1991,23
